relative_time,AccX,AccY,AccZ
0.0,-1.1454180908203129,-0.6153703308105469,9.58771224975586
0.026,-0.4999603271484375,-1.09452392578125,9.828860778808597
0.093,-0.5004093933105469,-0.9547146606445313,9.33863021850586
0.159,-0.5198689270019532,-0.2998265075683594,9.317823486328123
0.225,0.6828799438476563,-0.7934999084472657,10.95616653442383
0.292,0.7366181945800782,-0.3498225402832031,8.49124237060547
0.359,0.370030517578125,-1.5323634338378906,10.668015747070314
0.425,-0.2414479064941406,-0.890947265625,10.462044067382813
0.493,-0.0878672790527343,-0.8289761352539063,8.75469451904297
0.559,0.7119195556640625,-0.7741900634765625,9.87032455444336
0.625,1.1383827209472657,-0.8339158630371094,9.288484497070312
0.693,0.2260299682617187,-0.7872129821777344,9.725425872802736
0.759,-0.4010160827636719,-0.8190966796875,10.199789428710938
0.825,0.3309617614746094,-0.7464976501464844,9.249116363525392
0.893,0.8768765258789063,-0.8475375366210938,10.027348022460938
0.959,0.1130149841308593,-0.7147636413574219,9.49191146850586
1.025,0.1447489929199218,-0.7298822021484376,10.111323394775392
1.093,0.1267863464355468,-1.4172528076171875,9.96612533569336
1.159,-0.089813232421875,-0.5739065551757813,9.809850311279297
1.225,0.3367996215820312,-1.1226654052734375,9.900262298583986
1.293,0.0202079772949218,-0.9455836486816408,9.662855987548827
1.359,-0.0654139709472656,-1.2373269653320311,9.782457275390623
1.425,-0.1020877075195312,-0.7836204528808595,9.70267318725586
1.493,-0.0437091064453125,-0.945883026123047,9.913734283447264
1.559,0.1492396545410156,-1.519490203857422,9.76733871459961
1.625,-0.3405418395996094,-0.8701405334472657,9.795929260253908
1.693,-0.1516346740722656,-0.9490264892578124,9.370364227294925
1.759,0.3153941345214844,-1.3539344787597658,9.66435287475586
1.825,0.2944377136230469,-1.0292596435546877,9.971214752197266
1.893,-0.02155517578125,-1.1370355224609376,9.806257781982422
1.959,0.0255967712402343,-1.0108479309082032,9.783804473876954
2.025,0.0950523376464843,-0.9545649719238282,9.531429290771484
2.093,-0.0624201965332031,-0.9958790588378906,9.744586029052735
2.159,0.228724365234375,-1.2687615966796877,10.05668701171875
2.225,0.1179547119140625,-0.942290496826172,9.890382843017578
2.292,0.3626957702636719,-1.0747650146484375,9.624236297607425
2.359,-0.2775228881835938,-0.9059161376953124,9.85161346435547
2.425,-0.0752934265136718,-0.6363267517089845,9.786349182128909
2.492,-0.2884501647949219,-1.1630813598632812,9.526489562988282
2.559,-0.2285746765136719,-0.9105564880371094,9.982142028808594
2.625,0.1475930786132812,-1.2978012084960937,10.024953002929688
2.693,0.1371148681640625,-1.1918215942382813,9.781409454345704
2.759,-0.3487747192382813,-1.131497039794922,9.747130737304689
2.825,-0.1197509765625,-1.0539582824707032,9.519903259277344
2.893,0.1276844787597656,-1.3909075927734376,9.800270233154295
2.959,-0.1896556091308593,-1.1177256774902344,9.780960388183594
3.025,0.1573228454589844,-1.4174024963378906,9.745035095214844
3.093,-0.0511935424804687,-1.3430072021484376,9.8483203125
3.159,-0.5007087707519532,-0.9557624816894532,9.707313537597656
3.225,0.015567626953125,-1.0999127197265626,9.967921600341798
3.293,0.2956352233886719,-1.3989907836914064,9.698481903076171
3.359,0.1315763854980468,-0.9283694458007812,9.970166931152344
3.425,0.0571810913085937,-0.915945281982422,9.479337615966797
3.493,0.5242098999023438,-1.2183164978027343,9.78889389038086
3.559,0.2917433166503906,-0.9871971130371094,9.686506805419922
3.625,0.4498146057128906,-1.3013937377929687,9.933343505859376
3.692,0.1678010559082031,-0.6271957397460938,9.855056304931642
3.759,0.2541714477539062,-1.011596374511719,9.620494079589845
3.825,0.2459385681152343,-1.0106982421875002,9.911938018798828
3.892,0.1082249450683593,-1.056053924560547,9.593999176025392
3.959,0.3327580261230469,-1.3365705871582032,9.991871795654298
4.026,0.0484991455078125,-0.7893086242675782,9.64908462524414
4.092,0.1666035461425781,-0.9144483947753906,9.661808166503906
4.158,0.2848576354980469,-0.8834628295898438,9.765991516113282
4.226,-0.1345701599121093,-1.1714639282226562,9.707313537597656
4.293,0.1148112487792968,-1.0490185546875002,10.05818389892578
4.359,0.0854722595214843,-1.2882211303710938,10.206675109863282
4.425,0.3513194274902343,-1.2678634643554687,9.685159606933594
4.493,-0.067060546875,-1.4642550659179687,9.64758773803711
4.559,-1.0123448181152344,-0.6697073364257813,9.688003692626951
4.625,0.1278341674804687,-0.9779164123535156,9.880054321289062
4.692,0.5408253479003906,-1.361867980957031,9.834698638916016
4.759,-0.3017724609375,-1.1713142395019531,9.859996032714845
4.825,-0.2269281005859375,-0.6372248840332032,9.845775604248049
4.892,0.2522254943847656,-1.4879058837890626,9.75296859741211
4.974,0.1607656860351562,-0.9647438049316408,9.708061981201173
5.025,-0.310155029296875,-0.6647676086425781,9.667646026611328
5.092,-0.3788621520996094,-0.7695497131347656,9.52020263671875
5.159,-0.0464035034179687,-1.1681707763671876,9.757908325195311
5.225,-0.1416055297851562,-1.1386820983886718,9.84682342529297
5.293,0.118553466796875,-0.9123527526855468,9.933942260742189
5.359,0.377215576171875,-1.402134246826172,9.803114318847657
5.425,0.1381626892089844,-1.107696533203125,9.607171783447264
5.492,-0.0480500793457031,-1.1527528381347656,9.832602996826171
5.559,0.1354682922363281,-1.2983999633789065,10.00968475341797
5.625,0.2448907470703125,-1.304836578369141,9.833650817871094
5.693,-0.2853067016601562,-0.9301657104492188,9.467811584472656
5.759,0.221539306640625,-0.6500981140136719,9.58876007080078
5.825,0.0154179382324218,-1.071471862792969,9.464069366455078
5.892,-0.1752854919433593,-0.8183482360839844,9.63606170654297
5.959,0.4474195861816406,-1.2569361877441407,9.823471984863282
6.025,0.0453556823730468,-0.9011260986328126,9.93738510131836
6.092,-0.1046324157714843,-0.942440185546875,9.418414306640626
6.159,0.4989125061035157,-1.4527290344238282,9.832602996826171
6.225,-0.1622625732421875,-1.0434800720214843,9.720935211181642
6.292,-0.0112266540527343,-0.8619076538085938,9.88514373779297
6.359,0.1877096557617187,-1.3705499267578125,9.803563385009769
6.425,-0.0209564208984375,-1.1987072753906252,10.004595336914065
6.492,-0.0381706237792968,-1.0303074645996095,9.935588836669922
6.558,0.0199085998535156,-1.0978170776367189,9.92541000366211
6.625,-0.3767665100097656,-0.8430468750000001,9.54505096435547
6.692,-0.3177891540527344,-0.7002438354492188,9.464817810058594
6.759,-0.3092568969726563,-0.7924520874023437,9.736802215576173
6.825,-0.2676434326171875,-1.0494676208496094,9.86074447631836
6.892,-0.0079335021972656,-0.7629634094238281,9.938881988525392
6.959,-0.128133544921875,-0.9261241149902344,9.658365325927734
7.025,-0.7153623962402345,-0.5475613403320313,9.837393035888672
7.092,-0.3321592712402343,-0.8806187438964844,9.457183685302734
7.159,0.0770896911621093,-0.8723858642578125,9.805808715820312
7.225,-0.3873944091796875,-0.9711804199218752,9.769284667968751
7.292,-0.1327738952636719,-1.0527607727050785,9.95130615234375
7.359,-0.0712518310546875,-1.0362950134277344,9.784702606201172
7.425,-0.1772314453125,-1.0169851684570312,9.566755828857422
7.492,-0.2507286071777344,-1.1934681701660157,9.930050354003908
7.558,-0.5489085388183594,-1.204545135498047,9.622290344238282
7.625,-0.5984555053710938,-1.106349334716797,9.645342407226565
7.692,-0.5004093933105469,-0.7870632934570313,9.491312713623048
7.759,0.1838177490234375,-1.0671308898925782,10.013876037597656
